,lake,water_body,date_collect,station_num,sample_num,station_descr,latitude,longitude
33,erie,LAKE ERIE,2001-08-15,1600010657,GL012374,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
34,erie,LAKE ERIE,2001-08-15,1600010657,GL012375,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
35,erie,LAKE ERIE,2001-08-15,1600010657,GL012376,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
36,erie,LAKE ERIE,2001-08-15,1600010657,GL012377,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
37,erie,LAKE ERIE,2001-08-15,1600010657,GL012378,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
38,erie,LAKE ERIE,2001-10-31,1600010370,GL013505,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
39,erie,LAKE ERIE,2001-10-31,1600010370,GL013506,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
40,erie,LAKE ERIE,2001-10-31,1600010370,GL013507,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
41,erie,LAKE ERIE,2001-10-31,1600010370,GL013508,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
42,erie,LAKE ERIE,2004-05-11,1600011340,GL045116,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
43,erie,LAKE ERIE,2004-05-11,1600011340,GL045117,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
44,erie,LAKE ERIE,2004-05-11,1600011340,GL045118,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
45,erie,LAKE ERIE,2004-05-11,1600011340,GL045119,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
46,erie,LAKE ERIE,2004-05-12,1600011701,GL045131,LONG POINT BAY,42.65319,-80.28483
47,erie,LAKE ERIE,2004-05-12,1600011701,GL045132,LONG POINT BAY,42.65319,-80.28483
48,erie,LAKE ERIE,2004-05-12,1600011701,GL045133,LONG POINT BAY,42.65319,-80.28483
49,erie,LAKE ERIE,2004-05-12,1600010656,GL045120,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
50,erie,LAKE ERIE,2004-05-12,1600010656,GL045121,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
51,erie,LAKE ERIE,2004-05-12,1600010656,GL045122,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
52,erie,LAKE ERIE,2004-05-12,1600010656,GL045123,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
53,erie,LAKE ERIE,2004-05-12,1600010657,GL045124,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
54,erie,LAKE ERIE,2004-05-12,1600010657,GL045125,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
55,erie,LAKE ERIE,2004-05-12,1600010657,GL045126,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
56,erie,LAKE ERIE,2004-05-12,1600010657,GL045127,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
57,erie,LAKE ERIE,2004-05-12,1600011701,GL045130,LONG POINT BAY,42.65319,-80.28483
58,erie,LAKE ERIE,2004-05-12,1600010657,GL045128,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
59,erie,LAKE ERIE,2004-05-12,1600010657,GL045129,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
60,erie,LAKE ERIE,2004-05-13,1600010658,GL045134,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
61,erie,LAKE ERIE,2004-05-13,1600010658,GL045135,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
62,erie,LAKE ERIE,2004-05-13,1600010658,GL045136,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
63,erie,LAKE ERIE,2004-05-13,1600010658,GL045137,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
64,erie,LAKE ERIE,2004-05-17,1600010659,GL045138,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
65,erie,LAKE ERIE,2004-05-17,1600010659,GL045139,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
66,erie,LAKE ERIE,2004-05-17,1600010659,GL045140,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
67,erie,LAKE ERIE,2004-05-17,1600010659,GL045142,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
68,erie,LAKE ERIE,2004-05-17,1600010659,GL045141,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
69,erie,LAKE ERIE,2004-05-17,1600010659,GL045143,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
70,erie,LAKE ERIE,2004-05-18,1600010284,GL045144,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
71,erie,LAKE ERIE,2004-05-18,1600010284,GL045145,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
72,erie,LAKE ERIE,2004-05-18,1600010284,GL045146,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
73,erie,LAKE ERIE,2004-05-18,1600010284,GL045147,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
74,erie,LAKE ERIE,2004-05-18,1600010370,GL045148,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
75,erie,LAKE ERIE,2004-05-18,1600010370,GL045149,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
76,erie,LAKE ERIE,2004-05-18,1600010370,GL045150,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
77,erie,LAKE ERIE,2004-05-18,1600010370,GL045151,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
78,erie,LAKE ERIE,2004-05-18,1600011702,GL045152,COLCHESTER,41.98306,-82.96119
79,erie,LAKE ERIE,2004-05-18,1600011702,GL045153,COLCHESTER,41.98306,-82.96119
80,erie,LAKE ERIE,2004-05-18,1600011702,GL045154,COLCHESTER,41.98306,-82.96119
81,erie,LAKE ERIE,2004-05-18,1600011702,GL045155,COLCHESTER,41.98306,-82.96119
82,erie,LAKE ERIE,2004-05-18,1600011702,GL045156,COLCHESTER,41.98306,-82.96119
83,erie,LAKE ERIE,2004-05-18,1600011702,GL045157,COLCHESTER,41.98306,-82.96119
84,erie,LAKE ERIE,2004-08-24,1600010657,GL045827,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
85,erie,LAKE ERIE,2004-08-24,1600011340,GL045816,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
86,erie,LAKE ERIE,2004-08-24,1600011340,GL045817,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
87,erie,LAKE ERIE,2004-08-24,1600011340,GL045818,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
88,erie,LAKE ERIE,2004-08-24,1600011340,GL045819,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
89,erie,LAKE ERIE,2004-08-24,1600010656,GL045820,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
90,erie,LAKE ERIE,2004-08-24,1600010656,GL045821,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
91,erie,LAKE ERIE,2004-08-24,1600010656,GL045822,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
92,erie,LAKE ERIE,2004-08-24,1600010656,GL045823,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
93,erie,LAKE ERIE,2004-08-24,1600010657,GL045824,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
94,erie,LAKE ERIE,2004-08-24,1600010657,GL045825,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
95,erie,LAKE ERIE,2004-08-24,1600010657,GL045826,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
96,erie,LAKE ERIE,2004-08-25,1600011701,GL045828,LONG POINT BAY,42.65319,-80.28483
97,erie,LAKE ERIE,2004-08-25,1600011701,GL045829,LONG POINT BAY,42.65319,-80.28483
98,erie,LAKE ERIE,2004-08-25,1600011701,GL045830,LONG POINT BAY,42.65319,-80.28483
99,erie,LAKE ERIE,2004-08-27,1600010658,GL045831,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
100,erie,LAKE ERIE,2004-08-27,1600010658,GL045832,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
101,erie,LAKE ERIE,2004-08-27,1600010658,GL045833,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
102,erie,LAKE ERIE,2004-08-27,1600010658,GL045834,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
103,erie,LAKE ERIE,2004-08-30,1600010659,GL045835,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
104,erie,LAKE ERIE,2004-08-30,1600010659,GL045836,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
105,erie,LAKE ERIE,2004-08-30,1600010659,GL045837,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
106,erie,LAKE ERIE,2004-08-30,1600010659,GL045838,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
107,erie,LAKE ERIE,2004-08-31,1600010659,GL045839,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
108,erie,LAKE ERIE,2004-08-31,1600010659,GL045840,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
109,erie,LAKE ERIE,2004-08-31,1600010284,GL045841,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
110,erie,LAKE ERIE,2004-08-31,1600010284,GL045842,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
111,erie,LAKE ERIE,2004-08-31,1600010284,GL045843,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
112,erie,LAKE ERIE,2004-08-31,1600010284,GL045844,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
113,erie,LAKE ERIE,2004-08-31,1600010370,GL045845,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
114,erie,LAKE ERIE,2004-08-31,1600010370,GL045846,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
115,erie,LAKE ERIE,2004-08-31,1600010370,GL045847,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
116,erie,LAKE ERIE,2004-08-31,1600010370,GL045848,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
117,erie,LAKE ERIE,2004-09-01,1600011702,GL045849,COLCHESTER,41.98306,-82.96119
118,erie,LAKE ERIE,2004-09-01,1600011702,GL045850,COLCHESTER,41.98306,-82.96119
119,erie,LAKE ERIE,2004-09-01,1600011702,GL045851,COLCHESTER,41.98306,-82.96119
120,erie,LAKE ERIE,2004-09-01,1600011702,GL045852,COLCHESTER,41.98306,-82.96119
121,erie,LAKE ERIE,2004-09-01,1600011702,GL045853,COLCHESTER,41.98306,-82.96119
122,erie,LAKE ERIE,2004-09-01,1600011702,GL045854,COLCHESTER,41.98306,-82.96119
123,erie,LAKE ERIE,2004-11-01,1600011340,GL045431,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
124,erie,LAKE ERIE,2004-11-01,1600011340,GL045432,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
125,erie,LAKE ERIE,2004-11-01,1600011340,GL045433,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
126,erie,LAKE ERIE,2004-11-01,1600011340,GL045434,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
127,erie,LAKE ERIE,2004-11-02,1600010656,GL045435,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
128,erie,LAKE ERIE,2004-11-02,1600010656,GL045436,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
129,erie,LAKE ERIE,2004-11-02,1600010656,GL045437,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
130,erie,LAKE ERIE,2004-11-02,1600010656,GL045438,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
131,erie,LAKE ERIE,2004-11-02,1600010657,GL045439,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
132,erie,LAKE ERIE,2004-11-02,1600010657,GL045440,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
133,erie,LAKE ERIE,2004-11-02,1600010657,GL045442,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
134,erie,LAKE ERIE,2004-11-02,1600010657,GL045441,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
135,erie,LAKE ERIE,2004-11-02,1600010657,GL045443,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
136,erie,LAKE ERIE,2004-11-02,1600010657,GL045444,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
137,erie,LAKE ERIE,2004-11-02,1600011701,GL045445,LONG POINT BAY,42.65319,-80.28483
138,erie,LAKE ERIE,2004-11-02,1600011701,GL045446,LONG POINT BAY,42.65319,-80.28483
139,erie,LAKE ERIE,2004-11-02,1600011701,GL045447,LONG POINT BAY,42.65319,-80.28483
140,erie,LAKE ERIE,2004-11-02,1600011701,GL045448,LONG POINT BAY,42.65319,-80.28483
141,erie,LAKE ERIE,2004-11-03,1600010658,GL045449,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
142,erie,LAKE ERIE,2004-11-03,1600010658,GL045450,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
143,erie,LAKE ERIE,2004-11-03,1600010658,GL045451,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
144,erie,LAKE ERIE,2004-11-03,1600010658,GL045452,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
145,erie,LAKE ERIE,2004-11-09,1600010284,GL045453,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
146,erie,LAKE ERIE,2004-11-09,1600010284,GL045454,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
147,erie,LAKE ERIE,2004-11-09,1600010284,GL045455,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
148,erie,LAKE ERIE,2004-11-09,1600010284,GL045456,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
149,erie,LAKE ERIE,2004-11-09,1600010284,GL045457,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
150,erie,LAKE ERIE,2004-11-09,1600010284,GL045458,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
151,erie,LAKE ERIE,2004-11-09,1600010370,GL045459,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
152,erie,LAKE ERIE,2004-11-09,1600010370,GL045460,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
153,erie,LAKE ERIE,2004-11-09,1600010370,GL045461,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
154,erie,LAKE ERIE,2004-11-09,1600010370,GL045462,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
155,erie,LAKE ERIE,2004-11-10,1000020176,GL045466,FIGHTING ISLAND - LONG TERM SENSING SITE,42.19772,-83.10875
156,erie,LAKE ERIE,2004-11-11,1600011702,GL045479,COLCHESTER,41.98306,-82.96119
157,erie,LAKE ERIE,2004-11-11,1600011702,GL045480,COLCHESTER,41.98306,-82.96119
158,erie,LAKE ERIE,2004-11-11,1600011702,GL045481,COLCHESTER,41.98306,-82.96119
159,erie,LAKE ERIE,2004-11-11,1600011702,GL045482,COLCHESTER,41.98306,-82.96119
160,erie,LAKE ERIE,2004-11-15,1600010659,GL045483,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
161,erie,LAKE ERIE,2004-11-15,1600010659,GL045484,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
162,erie,LAKE ERIE,2004-11-15,1600010659,GL045485,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
163,erie,LAKE ERIE,2004-11-15,1600010659,GL045486,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
164,erie,LAKE ERIE,2004-11-15,1600010659,GL045488,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
165,erie,LAKE ERIE,2004-11-15,1600010659,GL045487,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
166,erie,LAKE ERIE,2007-04-24,1600010370,GL073022,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
167,erie,LAKE ERIE,2007-04-24,1600010370,GL073023,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
168,erie,LAKE ERIE,2007-04-24,1600010370,GL073024,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
169,erie,LAKE ERIE,2007-04-24,1600010370,GL073025,LAKE ERIE WEST BASIN INDEX STATION,41.85681,-83.09631
170,erie,LAKE ERIE,2007-04-24,1600011702,GL073028,COLCHESTER,41.98306,-82.96119
171,erie,LAKE ERIE,2007-04-24,1600011702,GL073029,COLCHESTER,41.98306,-82.96119
172,erie,LAKE ERIE,2007-04-24,1600011702,GL073030,COLCHESTER,41.98306,-82.96119
173,erie,LAKE ERIE,2007-04-24,1600011702,GL073031,COLCHESTER,41.98306,-82.96119
174,erie,LAKE ERIE,2007-04-25,1600010284,GL073040,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
175,erie,LAKE ERIE,2007-04-25,1600010284,GL073041,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
176,erie,LAKE ERIE,2007-04-25,1600010284,GL073042,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
177,erie,LAKE ERIE,2007-04-25,1600010284,GL073043,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
178,erie,LAKE ERIE,2007-04-25,1600010284,GL073046,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
179,erie,LAKE ERIE,2007-04-25,1600010284,GL073047,LAKE ERIE WEST BASIN INDEX STATION,41.96694,-82.55986
180,erie,LAKE ERIE,2007-04-30,1600010659,GL073048,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
181,erie,LAKE ERIE,2007-04-30,1600010659,GL073049,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
182,erie,LAKE ERIE,2007-04-30,1600010659,GL073051,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
183,erie,LAKE ERIE,2007-04-30,1600010659,GL073050,POINTE AUX PINS - LONG TERM SENSING SITE,42.28197,-81.82817
184,erie,LAKE ERIE,2007-04-30,1600010658,GL073054,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
185,erie,LAKE ERIE,2007-04-30,1600010658,GL073055,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
186,erie,LAKE ERIE,2007-04-30,1600010658,GL073056,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
187,erie,LAKE ERIE,2007-04-30,1600010658,GL073057,PORT STANLEY - LONG TERM SENSING SITE,42.63772,-81.18553
188,erie,LAKE ERIE,2007-05-01,1600011701,GL073060,LONG POINT BAY,42.65319,-80.28483
189,erie,LAKE ERIE,2007-05-01,1600011701,GL073061,LONG POINT BAY,42.65319,-80.28483
190,erie,LAKE ERIE,2007-05-01,1600011701,GL073062,LONG POINT BAY,42.65319,-80.28483
191,erie,LAKE ERIE,2007-05-01,1600011701,GL073063,LONG POINT BAY,42.65319,-80.28483
192,erie,LAKE ERIE,2007-05-01,1600011701,GL073066,LONG POINT BAY,42.65319,-80.28483
193,erie,LAKE ERIE,2007-05-01,1600011701,GL073067,LONG POINT BAY,42.65319,-80.28483
194,erie,LAKE ERIE,2007-05-01,1600010657,GL073068,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
195,erie,LAKE ERIE,2007-05-01,1600010657,GL073069,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
196,erie,LAKE ERIE,2007-05-01,1600010657,GL073070,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
197,erie,LAKE ERIE,2007-05-01,1600010657,GL073071,NANTICOKE - PEACOCK POINT - LONG TERM SENSING SITE,42.77497,-79.98236
198,erie,LAKE ERIE,2007-05-02,1600010656,GL073074,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
199,erie,LAKE ERIE,2007-05-02,1600010656,GL073075,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
200,erie,LAKE ERIE,2007-05-02,1600010656,GL073076,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
201,erie,LAKE ERIE,2007-05-02,1600010656,GL073077,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
202,erie,LAKE ERIE,2007-05-02,1600011340,GL073080,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
203,erie,LAKE ERIE,2007-05-02,1600011340,GL073081,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
204,erie,LAKE ERIE,2007-05-02,1600011340,GL073082,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
205,erie,LAKE ERIE,2007-05-02,1600011340,GL073083,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
206,erie,LAKE ERIE,2007-05-02,1600011340,GL073086,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
207,erie,LAKE ERIE,2007-05-02,1600011340,GL073087,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
208,erie,LAKE ERIE,2007-08-07,1600011340,GL073207,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
209,erie,LAKE ERIE,2007-08-07,1600011340,GL073208,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
210,erie,LAKE ERIE,2007-08-07,1600011340,GL073210,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
211,erie,LAKE ERIE,2007-08-07,1600011340,GL073209,MID-CHANNEL AT NIAGARA RIVER SOURCE,42.87186,-78.93039
212,erie,LAKE ERIE,2007-08-08,1600010656,GL073213,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
213,erie,LAKE ERIE,2007-08-08,1600010656,GL073214,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
214,erie,LAKE ERIE,2007-08-08,1600010656,GL073216,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
215,erie,LAKE ERIE,2007-08-08,1600010656,GL073215,GRAND RIVER - LONG TERM SENSING SITE,42.84067,-79.58994
